region,country_code,country,year,parent_company,empty,hdpe,ldpe,o,pet,pp,ps,pvc,grand_total,num_events,volunteers
,,,2019,Made Good,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Home Depot,,0,1,1,0,0,0,0,2,145,1416
,,,2019,Holsten,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Lays Chips,,0,2,0,0,0,0,0,2,145,1416
,,,2019,Fruit Shoot,,0,0,0,2,0,0,0,2,145,1416
,,,2019,Miracle Noodle,,0,0,2,0,0,0,0,2,145,1416
,,,2019,J.M. Smuckers,,0,1,0,1,0,0,0,2,145,1416
,,,2019,Kong Strong,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Green Mountain Coffee,,0,0,0,2,0,0,0,2,145,1416
,,,2019,Koffee Cup Bakery,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Monginis,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Katjes,,0,0,0,2,0,0,0,2,145,1416
,,,2019,Gurley's,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Morinaga & Company,,0,0,2,0,0,0,0,2,145,1416
,,,2019,HP,,0,0,1,1,0,0,0,2,145,1416
,,,2019,Klaustaler,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Kopiko 78 Â°C,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Greggs,,0,0,0,2,0,0,0,2,145,1416
,,,2019,Freiberger,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Monarch lemon juice,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Mr. Chef,,0,2,0,0,0,0,0,2,145,1416
,,,2019,Morning Fresh,,0,0,0,2,0,0,0,2,145,1416
,,,2019,Kind,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Kabir's Bakery,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Kinder pinguin,,0,0,2,0,0,0,0,2,145,1416
,,,2019,Bait tech,,0,0,1,0,0,0,0,1,145,1416
,,,2019,The Sazerac Company,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Yari Ka,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Bang,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Black and mild,,0,0,1,0,0,0,0,1,145,1416
,,,2019,BFY,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Black Ice,,0,0,1,0,0,0,0,1,145,1416
,,,2019,BFY Snacks,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Bandida do Pomar,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Yacult,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Kari-Out Co.,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Japan Tobacco International,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Fremantle,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Backwoods Cigar's,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Ballantines,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Wunderbar,,0,0,1,0,0,0,0,1,145,1416
,,,2019,BKC Dog,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Full protrein,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Yogurt land,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Bakenets,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Wiener FeinbÃ¤cker,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Woodgate,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Baby mum mum,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Jack's surfboards,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Jameson,,0,0,1,0,0,0,0,1,145,1416
,,,2019,GKC Dog,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Fridge raiders,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Yum yum,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Zywiec,,0,0,1,0,0,0,0,1,145,1416
,,,2019,auto zone rewards card,,0,0,1,0,0,0,0,1,145,1416
,,,2019,australian gold,,1,0,0,0,0,0,0,1,145,1416
,,,2019,auchan,,0,0,0,1,0,0,0,1,145,1416
,,,2019,artiach,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Keeblers,,0,1,0,0,0,0,0,1,145,1416
,,,2019,aptonia,,0,0,0,1,0,0,0,1,145,1416
,,,2019,anis,,0,0,1,0,0,0,0,1,145,1416
,,,2019,angry orchard,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Aviionbacarxi,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Gamesa,,0,0,1,0,0,0,0,1,145,1416
,,,2019,alteza,,0,0,0,1,0,0,0,1,145,1416
,,,2019,almonds,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Gallo Family,,0,0,1,0,0,0,0,1,145,1416
,,,2019,alardo,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Zooper Dooper,,0,0,1,0,0,0,0,1,145,1416
,,,2019,B&G Foods,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Aviva crackers,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Kean coffee,,0,0,0,0,0,1,0,1,145,1416
,,,2019,The Clorox Group,,0,0,1,0,0,0,0,1,145,1416
,,,2019,ZigZag's,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Blue bunny,,0,0,1,0,0,0,0,1,145,1416
,,,2019,ZigZag Snacks,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Ayran,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Zaxby's,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Zapps Potato Chips,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Zapp's Potato Chips,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Zalando,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Wedco,,0,0,1,0,0,0,0,1,145,1416
,,,2019,"Yummy Earth, Inc.",,0,0,1,0,0,0,0,1,145,1416
,,,2019,Yummy,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Fulfill,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Warheads Candy,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Black Forest Snacks,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Webcol Coviden,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Up & up,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Belo,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Tina's,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Benson and Hedges,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Berentsen,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Kanelia,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Berliner Kindel,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Ultra,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Fritito,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Twister,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Tipperary Water,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Better Homes and Gardens,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Twisted,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Tulip,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Tuff,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Titus Sardin,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Just water,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Bifon,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Tuaman Playing Card case,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Frijj,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Trader Joeâ€™s,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Trader Joes,,0,0,0,0,0,1,0,1,145,1416
,,,2019,Toyota,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Toyo Suisan,,0,0,0,0,0,1,0,1,145,1416
,,,2019,Tower Misua,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Total,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Tosi,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Big Win,,0,0,0,1,0,0,0,1,145,1416
,,,2019,French fries,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Ur-Kostitzer,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Time,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Julie's Organic,,0,1,0,0,0,0,0,1,145,1416
,,,2019,WATT Energy Drink LLC,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Jhonson's Baby Powder,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Black Forest,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Warsteiner,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Big Lots,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Barato,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Wahoos,,0,0,0,0,1,0,0,1,145,1416
,,,2019,Think!,,0,0,0,0,1,0,0,1,145,1416
,,,2019,WMF Camden,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Thomas Farms,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Thomas Foods,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Barefoot,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Biscoteria,,0,0,0,1,0,0,0,1,145,1416
,,,2019,WIlson,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Barnstormer,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Jules Organic,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Vuse,,0,0,1,0,0,0,0,1,145,1416
,,,2019,John Player,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Vivat,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Vitamix Labs,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Bee's Candy,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Visa,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Vimto,,0,0,1,0,0,0,0,1,145,1416
,,,2019,aviva crackers,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Fritz Kola,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Venhl,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Kanto Boys,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Vendange wine,,0,0,0,0,0,1,0,1,145,1416
,,,2019,Fritt,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Beiersdorf Global AG,,0,1,0,0,0,0,0,1,145,1416
,,,2019,MrChok,,0,0,0,1,0,0,0,1,145,1416
,,,2019,b!,,0,0,1,0,0,0,0,1,145,1416
,,,2019,popcorners,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Grabba Leaf,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Great Northern,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Agus,,0,0,1,0,0,0,0,1,145,1416
,,,2019,roses,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Grecian Formula,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Grecian Forumla,,0,0,1,0,0,0,0,1,145,1416
,,,2019,santal,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Adirondack Bev Co.,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Adidas,,0,0,1,0,0,0,0,1,145,1416
,,,2019,serrana,,0,0,0,1,0,0,0,1,145,1416
,,,2019,sesame snaps,,0,0,1,0,0,0,0,1,145,1416
,,,2019,shepps,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Hanuta,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Acqua Pana,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Hannaford (milk),,1,0,0,0,0,0,0,1,145,1416
,,,2019,Alasia,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Gorrila Glue,,0,0,1,0,0,0,0,1,145,1416
,,,2019,sonic,,0,0,1,0,0,0,0,1,145,1416
,,,2019,planet organic,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Amcor,,1,0,0,0,0,0,0,1,145,1416
,,,2019,muirheads,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Herr's Chips,,0,0,1,0,0,0,0,1,145,1416
,,,2019,nice & natural,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Herr Food's,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Herb,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Hell,,0,0,1,0,0,0,0,1,145,1416
,,,2019,o.p.m.s.,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Alta dela,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Gorilla Glue,,0,1,0,0,0,0,0,1,145,1416
,,,2019,panda,,0,0,1,0,0,0,0,1,145,1416
,,,2019,paracetemol,,0,0,0,0,1,0,0,1,145,1416
,,,2019,peanut chews,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Alpro,,0,0,1,0,0,0,0,1,145,1416
,,,2019,petco,,0,0,1,0,0,0,0,1,145,1416
,,,2019,somersby,,0,0,1,0,0,0,0,1,145,1416
,,,2019,soy sauce container,,0,0,1,0,0,0,0,1,145,1416
,,,2019,b&m,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Gutshaus,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Gut und gÃ¼nstig,,0,0,0,1,0,0,0,1,145,1416
,,,2019,yorkie,,0,0,1,0,0,0,0,1,145,1416
,,,2019,zig zag,,0,0,1,0,0,0,0,1,145,1416
,,,2019,"Ð¢ÐžÐ’ ""ÐÐ°Ð¿Ð¾Ñ— Ð¿Ð»ÑŽÑ""",,0,0,1,0,0,0,0,1,145,1416
,,,2019,ç¢§æ¡‚åœ’,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Gusto Caffe,,0,0,1,0,0,0,0,1,145,1416
,,,2019,çµ±ä¸€,,0,0,0,1,0,0,0,1,145,1416
,,,2019,ALMONDS,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Guidos milk carton,,0,0,1,0,0,0,0,1,145,1416
,,,2019,ç‡Ÿé¤Šå¿«ç·š,,0,0,0,1,0,0,0,1,145,1416
,,,2019,2T,,1,0,0,0,0,0,0,1,145,1416
,,,2019,è’™ç‰›,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Guidas milk carton,,0,0,1,0,0,0,0,1,145,1416
,,,2019,é’å¨,,0,0,0,1,0,0,0,1,145,1416
,,,2019,é’èŠè€é…’,,0,0,0,1,0,0,0,1,145,1416
,,,2019,yo yo bear,,0,0,1,0,0,0,0,1,145,1416
,,,2019,HB,,0,0,1,0,0,0,0,1,145,1416
,,,2019,squish,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Grupo modelo,,0,0,1,0,0,0,0,1,145,1416
,,,2019,strandlaken,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Green Gourmet,,0,0,1,0,0,0,0,1,145,1416
,,,2019,t & t,,0,0,1,0,0,0,0,1,145,1416
,,,2019,tates,,0,0,1,0,0,0,0,1,145,1416
,,,2019,tesco,,0,1,0,0,0,0,0,1,145,1416
,,,2019,trojan,,0,0,1,0,0,0,0,1,145,1416
,,,2019,twister,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Gristedes,,0,1,0,0,0,0,0,1,145,1416
,,,2019,vegware,,0,0,1,0,0,0,0,1,145,1416
,,,2019,vidal,,0,0,0,1,0,0,0,1,145,1416
,,,2019,HOP,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Absolut,,0,0,1,0,0,0,0,1,145,1416
,,,2019,vocera,,0,0,1,0,0,0,0,1,145,1416
,,,2019,waitrose,,0,0,1,0,0,0,0,1,145,1416
,,,2019,warheads,,0,0,1,0,0,0,0,1,145,1416
,,,2019,mobil,,1,0,0,0,0,0,0,1,145,1416
,,,2019,mintai,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Gordons Gin,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Art Bomb,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Hustinetten,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Goldkrone,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Arabian Delights,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Hovis,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Hot off the grill,,0,0,1,0,0,0,0,1,145,1416
,,,2019,crunchie,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Hot Hands hand warmers,,0,0,0,0,1,0,0,1,145,1416
,,,2019,del taco,,1,0,0,0,0,0,0,1,145,1416
,,,2019,dfhgjhg,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Hot Hands Hand Warmers,,0,0,1,0,0,0,0,1,145,1416
,,,2019,GolÃŸener Spreewaldhof,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Annie Candy Manufacturing,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Anlene,,0,0,1,0,0,0,0,1,145,1416
,,,2019,egyptian cotton,,0,0,1,0,0,0,0,1,145,1416
,,,2019,elixyr,,0,0,1,0,0,0,0,1,145,1416
,,,2019,cofresh,,0,1,0,0,0,0,0,1,145,1416
,,,2019,chuck it,,0,0,1,0,0,0,0,1,145,1416
,,,2019,milk bottles by sainsbury's,,0,1,0,0,0,0,0,1,145,1416
,,,2019,GlacÃ©au Vitaminwater,,0,0,0,1,0,0,0,1,145,1416
,,,2019,August TÃ¶pfer,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Itnok,,0,1,0,0,0,0,0,1,145,1416
,,,2019,barr,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Genesee Beer,,0,0,1,0,0,0,0,1,145,1416
,,,2019,bluebird,,0,0,1,0,0,0,0,1,145,1416
,,,2019,boiling point,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Gigante,,0,0,1,0,0,0,0,1,145,1416
,,,2019,break,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Innocent,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Associated Wholesale Grocers,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Inca Kola,,0,0,1,0,0,0,0,1,145,1416
,,,2019,caramulo,,0,0,0,1,0,0,0,1,145,1416
,,,2019,carlsberg,,0,0,1,0,0,0,0,1,145,1416
,,,2019,casino,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Bobby,,0,1,0,0,0,0,0,1,145,1416
,,,2019,estrela,,0,0,0,1,0,0,0,1,145,1416
,,,2019,feiraco,,0,0,1,0,0,0,0,1,145,1416
,,,2019,fnac,,0,1,0,0,0,0,0,1,145,1416
,,,2019,french's,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Ampm,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Amerifoods,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Hoegaarden,,0,0,1,0,0,0,0,1,145,1416
,,,2019,knoppers,,0,0,0,0,0,1,0,1,145,1416
,,,2019,krill bait,,0,0,1,0,0,0,0,1,145,1416
,,,2019,lactogal,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Hilshire,,0,0,1,0,0,0,0,1,145,1416
,,,2019,lotto,,0,0,1,0,0,0,0,1,145,1416
,,,2019,lupilu,,0,0,1,0,0,0,0,1,145,1416
,,,2019,American spirit,,0,0,0,0,0,1,0,1,145,1416
,,,2019,GoodMark,,0,0,1,0,0,0,0,1,145,1416
,,,2019,manhattan,,0,0,1,0,0,0,0,1,145,1416
,,,2019,manteiga coimbra,,0,0,0,0,1,0,0,1,145,1416
,,,2019,American Licorice Company,,0,0,1,0,0,0,0,1,145,1416
,,,2019,American Gourmet,,0,0,1,0,0,0,0,1,145,1416
,,,2019,innocent,,1,0,0,0,0,0,0,1,145,1416
,,,2019,imperial,,0,0,0,0,1,0,0,1,145,1416
,,,2019,Home depot,,0,0,1,0,0,0,0,1,145,1416
,,,2019,halwani-brothers,,0,0,1,0,0,0,0,1,145,1416
,,,2019,frize,,0,0,1,0,0,0,0,1,145,1416
,,,2019,fructis,,0,0,0,1,0,0,0,1,145,1416
,,,2019,frutley,,0,0,1,0,0,0,0,1,145,1416
,,,2019,fuente primavera,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Anheuser-Busch,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Honest Kids,,0,0,1,0,0,0,0,1,145,1416
,,,2019,hardee's,,0,0,1,0,0,0,0,1,145,1416
,,,2019,huer,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Home storage plus,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Amstel malt,,0,0,0,1,0,0,0,1,145,1416
,,,2019,highland spring,,0,0,0,1,0,0,0,1,145,1416
,,,2019,highland springs,,0,1,0,0,0,0,0,1,145,1416
,,,2019,hot cheeto,,0,0,0,1,0,0,0,1,145,1416
,,,2019,hovis,,0,1,0,0,0,0,0,1,145,1416
,,,2019,chevron,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Bonux 57gm,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Terra Mia Coffee,,0,0,0,0,1,0,0,1,145,1416
,,,2019,Correio,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Pom Pom,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Popweaver,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Country choice,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Power,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Costa,,0,0,1,0,0,0,0,1,145,1416
,,,2019,FeinkÃ¤serei,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Corte de Gusto,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Prawn Cracker,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Tender Love,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Corny,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Corney,,0,1,0,0,0,0,0,1,145,1416
,,,2019,CornPuff,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Primarov,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Prime Source,,0,0,0,0,0,1,0,1,145,1416
,,,2019,Princes gate,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Copenhagen,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Polianov,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Polar Seltzer,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Polar,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Plackerâ€™s,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Mamita,,0,0,1,0,0,0,0,1,145,1416
,,,2019,F festival,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Crystal Ice,,0,1,0,0,0,0,0,1,145,1416
,,,2019,FARD,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Perla,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Peroni,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Cristal,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Crispy Tilapia,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Mal,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Crisco,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Piacere al Tiramisu,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Pickup,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Pilot,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Pinar,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Plackers,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Mac's,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Compal,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Pueblo,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Rainbow Ben,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Ram Vinegar,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Clover Chips,,0,0,1,0,0,0,0,1,145,1416
,,,2019,M&S,,0,0,0,0,1,0,0,1,145,1416
,,,2019,Raw,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Razor,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Clarky's,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Ciroc,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Ciff,,1,0,0,0,0,0,0,1,145,1416
,,,2019,LÃ­der,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Red rock deli,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Refrescos do Atlantico,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Renova,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Luso,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Choco Chop,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Luckys,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Raison Sunpresso,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Cloverhill,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Pueblo Lindo,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Rabina drink,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Pump,,0,0,1,0,0,0,0,1,145,1416
,,,2019,MSK,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Festival F,,1,0,0,0,0,0,0,1,145,1416
,,,2019,Pure Protein,,1,0,0,0,0,0,0,1,145,1416
,,,2019,MH,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Fiber One,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Purina,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Coles,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Coffee-mate,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Coconut candy,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Coconut Candy,,0,0,1,0,0,0,0,1,145,1416
,,,2019,FiberOne Bar,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Co-op,,0,0,1,0,0,0,0,1,145,1416
,,,2019,RS Harmony,,0,0,1,0,0,0,0,1,145,1416
,,,2019,RVS,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Penzoil,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Penacova,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Peanut Chews,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Dr pepper,,0,0,1,0,0,0,0,1,145,1416
,,,2019,National Lottery,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Dos Maures,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Natures Own,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Naturipe,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Monte Rios,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Eat Natural,,0,0,0,0,1,0,0,1,145,1416
,,,2019,New York Presbiterian,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Dole,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Eight o Clock,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Eis bonbon,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Monchique,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Nippys,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Nobre,,0,0,0,0,0,1,0,1,145,1416
,,,2019,Moam,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Noosa,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Dos equis,,0,0,1,0,0,0,0,1,145,1416
,,,2019,Naked Juice,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Nutri Grain Bar,,0,1,0,0,0,0,0,1,145,1416
,,,2019,Dr. McGillyCuddy,,0,0,0,1,0,0,0,1,145,1416
,,,2019,Earrings,,0,0,1,0,0,0,0,1,145,1416
